Dates,PX_LAST,PX_SETTLE,PX_VOLUME
26/6/2009,1201,1201,49303
29/6/2009,1215,1215,46952
30/6/2009,1226.25,1226.25,20912
1/7/2009,1160.5,1160.5,41729
2/7/2009,1154,1154,23383
3/7/2009,1154,1154,23383
6/7/2009,1118.5,1118.5,21545
7/7/2009,1053.5,1053.5,53166
8/7/2009,1015,1015,41713
9/7/2009,1047.5,1047.5,33103
10/7/2009,1044.75,1044.75,33381
13/7/2009,1018.5,1018.5,29428
14/7/2009,1034.5,1034.5,24695
15/7/2009,1020.5,1020.5,28439
16/7/2009,976,976,38113
17/7/2009,1009.5,1009.5,20114
20/7/2009,1033,1033,16789
21/7/2009,1014.5,1014.5,23005
22/7/2009,1018.5,1018.5,13189
23/7/2009,1023.5,1023.5,17871
24/7/2009,1021,1021,16157
27/7/2009,1021.25,1021.25,16762
28/7/2009,1054.5,1054.5,21474
29/7/2009,1057.5,1057.5,21681
30/7/2009,1128.25,1128.25,23737
31/7/2009,1044,1044,14506
3/8/2009,1088.5,1088.5,16492
4/8/2009,1083.5,1083.5,10981
5/8/2009,1088,1088,11434
6/8/2009,1079.5,1079.5,8015
7/8/2009,1090.5,1090.5,6069
10/8/2009,1067.5,1067.5,8399
11/8/2009,1097.5,1097.5,10681
12/8/2009,1092.5,1092.5,11465
13/8/2009,1065.25,1065.25,13128
14/8/2009,1024.5,1024.5,15172
17/8/2009,988,988,12975
18/8/2009,995.5,995.5,7889
19/8/2009,997,997,9522
20/8/2009,999.25,999.25,10277
21/8/2009,1023,1023,12431
24/8/2009,1080,1080,12724
25/8/2009,1091,1091,13501
26/8/2009,1090.5,1090.5,6318
27/8/2009,1114.25,1114.25,7601
28/8/2009,1135.75,1135.75,7643
31/8/2009,1100,1100,1845
1/9/2009,955.5,955.5,90491
2/9/2009,951,951,71009
3/9/2009,941.5,941.5,94999
4/9/2009,922,922,70396
7/9/2009,922,922,70396
8/9/2009,936.5,936.5,90985
9/9/2009,928.5,928.5,74854
10/9/2009,926.5,926.5,58030
11/9/2009,903,903,90468
14/9/2009,909,909,74347
15/9/2009,960,960,136096
16/9/2009,950.5,950.5,92225
17/9/2009,953,953,77120
18/9/2009,941,941,58331
21/9/2009,913.5,913.5,71900
22/9/2009,922,922,76722
23/9/2009,920.5,920.5,63077
24/9/2009,919.5,919.5,67080
25/9/2009,926,926,51459
28/9/2009,919.5,919.5,50390
29/9/2009,917,917,64290
30/9/2009,927,927,81556
1/10/2009,918,918,76084
2/10/2009,885,885,105392
5/10/2009,885,885,88871
6/10/2009,910,910,105647
7/10/2009,912,912,87410
8/10/2009,936,936,125593
9/10/2009,964,964,132235
12/10/2009,999,999,123955
13/10/2009,993,993,126476
14/10/2009,994,994,97096
15/10/2009,983,983,111756
16/10/2009,977.5,977.5,72633
19/10/2009,996.25,996.25,79115
20/10/2009,982.5,982.5,97505
21/10/2009,1008.5,1008.5,131148
22/10/2009,1005.5,1005.5,100527
23/10/2009,1006,1006,108072
26/10/2009,986.5,986.5,106462
27/10/2009,973.5,973.5,108434
28/10/2009,968.5,968.5,82108
29/10/2009,985.5,985.5,83811
30/10/2009,978,978,47836
2/11/2009,998,998,88750
3/11/2009,1010.5,1010.5,104746
4/11/2009,999,999,92386
5/11/2009,972,972,99519
6/11/2009,955,955,86591
9/11/2009,972,972,84027
10/11/2009,968,968,100076
11/11/2009,972,972,72988
12/11/2009,990,990,100350
13/11/2009,987,987,81017
16/11/2009,1010,1010,76954
17/11/2009,1029.5,1029.5,84389
18/11/2009,1027,1027,99039
19/11/2009,1039,1039,89159
20/11/2009,1046,1046,76373
23/11/2009,1042,1042,93858
24/11/2009,1046,1046,76494
25/11/2009,1054.5,1054.5,84039
26/11/2009,1054.5,1054.5,84039
27/11/2009,1053,1053,52783
30/11/2009,1060.5,1060.5,93929
1/12/2009,1059.5,1059.5,88019
2/12/2009,1034,1034,97073
3/12/2009,1047,1047,83955
4/12/2009,1043,1043,75753
7/12/2009,1053,1053,91295
8/12/2009,1044,1044,95941
9/12/2009,1028.5,1028.5,120495
10/12/2009,1027,1027,88961
11/12/2009,1035,1035,96194
14/12/2009,1055,1055,102437
15/12/2009,1055,1055,89296
16/12/2009,1059.5,1059.5,73656
17/12/2009,1022,1022,107849
18/12/2009,1012,1012,77888
21/12/2009,1001,1001,60449
22/12/2009,991,991,81719
23/12/2009,1001.25,1001.25,40103
24/12/2009,999.5,999.5,29932
25/12/2009,999.5,999.5,29932
28/12/2009,1029,1029,48112
29/12/2009,1038,1038,47325
30/12/2009,1036.25,1036.25,42686
31/12/2009,1039.75,1039.75,29084
1/1/2010,1039.75,1039.75,29084
4/1/2010,1058,1058,96727
5/1/2010,1061,1061,70423
6/1/2010,1059,1059,71549
7/1/2010,1026,1026,97956
8/1/2010,1022,1022,81853
11/1/2010,1010.5,1010.5,76746
12/1/2010,978,978,123097
13/1/2010,992.5,992.5,96470
14/1/2010,984,984,80009
15/1/2010,974,974,76867
18/1/2010,974,974,76867
19/1/2010,963.5,963.5,77968
20/1/2010,950,950,91096
21/1/2010,954,954,63894
22/1/2010,951.5,951.5,54161
25/1/2010,940.5,940.5,72628
26/1/2010,947.5,947.5,81769
27/1/2010,929,929,73165
28/1/2010,931.75,931.75,82363
29/1/2010,914,914,85062
1/2/2010,909.75,909.75,84217
2/2/2010,925.5,925.5,91670
3/2/2010,908,908,81913
4/2/2010,914,914,92909
5/2/2010,913.5,913.5,104735
8/2/2010,929.5,929.5,95033
9/2/2010,924.5,924.5,120623
10/2/2010,937.5,937.5,116039
11/2/2010,943,943,108012
12/2/2010,945,945,80635
15/2/2010,945,945,80635
16/2/2010,965.5,965.5,82993
17/2/2010,951.5,951.5,71624
18/2/2010,948,948,60060
19/2/2010,945,945,50516
22/2/2010,961.5,961.5,78385
23/2/2010,952.5,952.5,90586
24/2/2010,955.5,955.5,62137
25/2/2010,941.5,941.5,37834
26/2/2010,951,951,22885
1/3/2010,962.5,962.5,67435
2/3/2010,963.5,963.5,65210
3/3/2010,963.5,963.5,61843
4/3/2010,942,942,88892
5/3/2010,942.75,942.75,66010
8/3/2010,948,948,58073
9/3/2010,947.5,947.5,62028
10/3/2010,958,958,95475
11/3/2010,930.5,930.5,95910
12/3/2010,925.5,925.5,66454
15/3/2010,930,930,55510
16/3/2010,945,945,71589
17/3/2010,959,959,69735
18/3/2010,959.5,959.5,64849
19/3/2010,961.75,961.75,45955
22/3/2010,968.5,968.5,67653
23/3/2010,968,968,62583
24/3/2010,960,960,60563
25/3/2010,942.5,942.5,79434
26/3/2010,952,952,62101
29/3/2010,967.5,967.5,96580
30/3/2010,974,974,76370
31/3/2010,941,941,131018
1/4/2010,942,942,63739
2/4/2010,942,942,63739
5/4/2010,936,936,47924
6/4/2010,944.5,944.5,53024
7/4/2010,952.5,952.5,74372
8/4/2010,946.5,946.5,64665
9/4/2010,952.25,952.25,89029
12/4/2010,960,960,107409
13/4/2010,968,968,123187
14/4/2010,969,969,92112
15/4/2010,984,984,91261
16/4/2010,985.25,985.25,67874
19/4/2010,976.75,976.75,46379
20/4/2010,984,984,39834
21/4/2010,995.5,995.5,48564
22/4/2010,1004.25,1004.25,34834
23/4/2010,1000,1000,32219
26/4/2010,998.75,998.75,42125
27/4/2010,982.75,982.75,37245
28/4/2010,982.75,982.75,33478
29/4/2010,985.75,985.75,35022
30/4/2010,989.5,989.5,13964
3/5/2010,986.5,986.5,72771
4/5/2010,987,987,87682
5/5/2010,978,978,74030
6/5/2010,954,954,113411
7/5/2010,960,960,78489
10/5/2010,961,961,53751
11/5/2010,966,966,64476
12/5/2010,965.5,965.5,83481
13/5/2010,964.5,964.5,48237
14/5/2010,953.5,953.5,59375
17/5/2010,941,941,62149
18/5/2010,939.5,939.5,59875
19/5/2010,938.5,938.5,77434
20/5/2010,944,944,80994
21/5/2010,941,941,64210
24/5/2010,940.5,940.5,60987
25/5/2010,930.5,930.5,59078
26/5/2010,938,938,51696
27/5/2010,951.75,951.75,65148
28/5/2010,937.75,937.75,68370
31/5/2010,937.75,937.75,68370
1/6/2010,932,932,57229
2/6/2010,932.5,932.5,47760
3/6/2010,955,955,87825
4/6/2010,935,935,78812
7/6/2010,935,935,71789
8/6/2010,931,931,77801
9/6/2010,943.5,943.5,108450
10/6/2010,935,935,93353
11/6/2010,946.25,946.25,65189
14/6/2010,951.5,951.5,69139
15/6/2010,949.5,949.5,58706
16/6/2010,957.75,957.75,47071
17/6/2010,952,952,53920
18/6/2010,961,961,48574
21/6/2010,963.25,963.25,48323
22/6/2010,965.5,965.5,37116
23/6/2010,958,958,44664
24/6/2010,955.5,955.5,36752
25/6/2010,957,957,33554
28/6/2010,955,955,48179
29/6/2010,947.25,947.25,36315
30/6/2010,948.5,948.5,12654
1/7/2010,937,937,20541
2/7/2010,944.5,944.5,21639
5/7/2010,944.5,944.5,21639
6/7/2010,940.5,940.5,26938
7/7/2010,967.75,967.75,34438
8/7/2010,983,983,37404
9/7/2010,993.25,993.25,31106
12/7/2010,997.75,997.75,44928
13/7/2010,995,995,39154
14/7/2010,997.5,997.5,29398
15/7/2010,1019,1019,36600
16/7/2010,1019.5,1019.5,22257
19/7/2010,1008,1008,26417
20/7/2010,1011.75,1011.75,20147
21/7/2010,1015.25,1015.25,19617
22/7/2010,1016,1016,24284
23/7/2010,1017,1017,16530
26/7/2010,998.25,998.25,23565
27/7/2010,998,998,24867
28/7/2010,1010.5,1010.5,26787
29/7/2010,1026.75,1026.75,24245
30/7/2010,1052.5,1052.5,10588
2/8/2010,1019.25,1019.25,11973
3/8/2010,1022.75,1022.75,11483
4/8/2010,1029.25,1029.25,11830
5/8/2010,1034.75,1034.75,15738
6/8/2010,1039,1039,9301
9/8/2010,1034.5,1034.5,11698
10/8/2010,1021.25,1021.25,8451
11/8/2010,1016.5,1016.5,9059
12/8/2010,1026,1026,7785
13/8/2010,1043.5,1043.5,6509
16/8/2010,1034,1034,5882
17/8/2010,1045.25,1045.25,8048
18/8/2010,1035.25,1035.25,7520
19/8/2010,1016.75,1016.75,9681
20/8/2010,1009.25,1009.25,4686
23/8/2010,1007,1007,7370
24/8/2010,999.5,999.5,8683
25/8/2010,1000,1000,8005
26/8/2010,1013,1013,13174
27/8/2010,1022,1022,12416
30/8/2010,1018,1018,7947
31/8/2010,1008,1008,4596
1/9/2010,1005.5,1005.5,64174
2/9/2010,1009,1009,56500
3/9/2010,1035,1035,87624
6/9/2010,1035,1035,87624
7/9/2010,1052,1052,76854
8/9/2010,1048.75,1048.75,67730
9/9/2010,1046,1046,53623
10/9/2010,1031,1031,71011
13/9/2010,1034.5,1034.5,58826
14/9/2010,1035.5,1035.5,70449
15/9/2010,1042.5,1042.5,57366
16/9/2010,1036.25,1036.25,53363
17/9/2010,1069,1069,108646
20/9/2010,1084.5,1084.5,110021
21/9/2010,1080,1080,81122
22/9/2010,1088.5,1088.5,68667
23/9/2010,1093.5,1093.5,77455
24/9/2010,1126,1126,114040
27/9/2010,1128.5,1128.5,99884
28/9/2010,1110,1110,81866
29/9/2010,1099,1099,104152
30/9/2010,1106.75,1106.75,105038
1/10/2010,1057,1057,157685
4/10/2010,1054,1054,114014
5/10/2010,1071.75,1071.75,96050
6/10/2010,1062,1062,68872
7/10/2010,1065,1065,106692
8/10/2010,1135,1135,51463
11/10/2010,1152.5,1152.5,205363
12/10/2010,1178.5,1178.5,140947
13/10/2010,1176.5,1176.5,153311
14/10/2010,1188.5,1188.5,115964
15/10/2010,1185,1185,98889
18/10/2010,1184,1184,109141
19/10/2010,1180,1180,122594
20/10/2010,1212,1212,129209
21/10/2010,1201.5,1201.5,118179
22/10/2010,1199.5,1199.5,109086
25/10/2010,1217.75,1217.75,123174
26/10/2010,1219,1219,97377
27/10/2010,1223.75,1223.75,98133
28/10/2010,1225,1225,87273
29/10/2010,1226,1226,33956
1/11/2010,1235,1235,75225
2/11/2010,1234,1234,68784
3/11/2010,1237.5,1237.5,77763
4/11/2010,1274.75,1274.75,99838
5/11/2010,1284,1284,99838
8/11/2010,1274.75,1274.75,68448
9/11/2010,1329,1329,176895
10/11/2010,1319.5,1319.5,97251
11/11/2010,1339,1339,91381
12/11/2010,1269,1269,158446
15/11/2010,1286.5,1286.5,122809
16/11/2010,1219.75,1219.75,154393
17/11/2010,1205,1205,130919
18/11/2010,1242,1242,92815
19/11/2010,1201.5,1201.5,109606
22/11/2010,1221.5,1221.5,90552
23/11/2010,1239,1239,109152
24/11/2010,1255,1255,73060
25/11/2010,1255,1255,73060
26/11/2010,1238.5,1238.5,45484
29/11/2010,1235,1235,79172
30/11/2010,1243,1243,70192
1/12/2010,1283,1283,100564
2/12/2010,1279.75,1279.75,87546
3/12/2010,1300.25,1300.25,113968
6/12/2010,1288.5,1288.5,107989
7/12/2010,1285.5,1285.5,121753
8/12/2010,1296,1296,112131
9/12/2010,1281.5,1281.5,78572
10/12/2010,1273,1273,102141
13/12/2010,1302.5,1302.5,106042
14/12/2010,1296,1296,91214
15/12/2010,1296.5,1296.5,132453
16/12/2010,1289,1289,96341
17/12/2010,1298.75,1298.75,83684
20/12/2010,1315.25,1315.25,88360
21/12/2010,1326.25,1326.25,84123
22/12/2010,1328.75,1328.75,69737
23/12/2010,1349.5,1349.5,65471
24/12/2010,1349.5,1349.5,65471
27/12/2010,1373,1373,45949
28/12/2010,1375.75,1375.75,52754
29/12/2010,1366,1366,50413
30/12/2010,1366,1366,24732
31/12/2010,1393.75,1393.75,11684
3/1/2011,1379,1379,93436
4/1/2011,1369.5,1369.5,107465
5/1/2011,1393.5,1393.5,102637
6/1/2011,1378,1378,96320
7/1/2011,1365,1365,90480
10/1/2011,1380.5,1380.5,87121
11/1/2011,1357,1357,96794
12/1/2011,1415,1415,137137
13/1/2011,1416,1416,114498
14/1/2011,1422.5,1422.5,76245
17/1/2011,1422.5,1422.5,76245
18/1/2011,1413.25,1413.25,93778
19/1/2011,1411.5,1411.5,122593
20/1/2011,1414.25,1414.25,111340
21/1/2011,1412.25,1412.25,111994
24/1/2011,1404.5,1404.5,87474
25/1/2011,1374.5,1374.5,122405
26/1/2011,1385.5,1385.5,83339
27/1/2011,1399.5,1399.5,83217
28/1/2011,1398,1398,135660
31/1/2011,1413,1413,80125
1/2/2011,1438,1438,119431
2/2/2011,1444,1444,82257
3/2/2011,1435.5,1435.5,85860
4/2/2011,1433.5,1433.5,78406
7/2/2011,1424.5,1424.5,89659
8/2/2011,1434.25,1434.25,110561
9/2/2011,1451,1451,120796
10/2/2011,1433,1433,112316
11/2/2011,1416,1416,137727
14/2/2011,1402.75,1402.75,119509
15/2/2011,1368,1368,144806
16/2/2011,1366,1366,121591
17/2/2011,1404.5,1404.5,130312
18/2/2011,1368,1368,119679
21/2/2011,1368,1368,119679
22/2/2011,1298,1298,135949
23/2/2011,1320,1320,87718
24/2/2011,1318.25,1318.25,55507
25/2/2011,1365.5,1365.5,47405
28/2/2011,1357.25,1357.25,21470
1/3/2011,1375.25,1375.25,99097
2/3/2011,1394.25,1394.25,114793
3/3/2011,1412,1412,77975
4/3/2011,1414,1414,91266
7/3/2011,1395,1395,88038
8/3/2011,1382,1382,92009
9/3/2011,1349,1349,106263
10/3/2011,1355.5,1355.5,115019
11/3/2011,1334.5,1334.5,95303
14/3/2011,1340,1340,72108
15/3/2011,1270,1270,160944
16/3/2011,1287,1287,115627
17/3/2011,1335.25,1335.25,105300
18/3/2011,1362.5,1362.5,124866
21/3/2011,1363,1363,89426
22/3/2011,1365.5,1365.5,63138
23/3/2011,1351.25,1351.25,62385
24/3/2011,1354.5,1354.5,88608
25/3/2011,1358.25,1358.25,72510
28/3/2011,1348.5,1348.5,61244
29/3/2011,1361.5,1361.5,80620
30/3/2011,1372,1372,74995
31/3/2011,1410.25,1410.25,108576
1/4/2011,1393.75,1393.75,113285
4/4/2011,1384,1384,93610
5/4/2011,1373.25,1373.25,86278
6/4/2011,1376.5,1376.5,88358
7/4/2011,1363.5,1363.5,111295
8/4/2011,1392.25,1392.25,111015
11/4/2011,1368.5,1368.5,114512
12/4/2011,1329.75,1329.75,140396
13/4/2011,1333.5,1333.5,96885
14/4/2011,1331,1331,79709
15/4/2011,1331.75,1331.75,73463
18/4/2011,1344.25,1344.25,83080
19/4/2011,1342,1342,74374
20/4/2011,1357.75,1357.75,71712
21/4/2011,1380.5,1380.5,73226
22/4/2011,1380.5,1380.5,73226
25/4/2011,1389.5,1389.5,63654
26/4/2011,1382.75,1382.75,59906
27/4/2011,1378,1378,53492
28/4/2011,1350.25,1350.25,54743
29/4/2011,1392.75,1392.75,19328
2/5/2011,1393,1393,71429
3/5/2011,1363.75,1363.75,89294
4/5/2011,1352,1352,69726
5/5/2011,1321.75,1321.75,105676
6/5/2011,1326,1326,103851
9/5/2011,1335,1335,59154
10/5/2011,1338,1338,78485
11/5/2011,1331.75,1331.75,93992
12/5/2011,1342.75,1342.75,90636
13/5/2011,1329.5,1329.5,84353
16/5/2011,1326.5,1326.5,68277
17/5/2011,1341,1341,103046
18/5/2011,1379.5,1379.5,118262
19/5/2011,1379.5,1379.5,80605
20/5/2011,1380.25,1380.25,85706
23/5/2011,1373.75,1373.75,75480
24/5/2011,1372.25,1372.25,81161
25/5/2011,1377,1377,68753
26/5/2011,1384.75,1384.75,91456
27/5/2011,1379.75,1379.75,66398
30/5/2011,1379.75,1379.75,66398
31/5/2011,1376,1376,86334
1/6/2011,1386.25,1386.25,81193
2/6/2011,1407,1407,108926
3/6/2011,1414.5,1414.5,79159
6/6/2011,1383.25,1383.25,99425
7/6/2011,1394,1394,108072
8/6/2011,1401.5,1401.5,115628
9/6/2011,1393.75,1393.75,111737
10/6/2011,1387.25,1387.25,97627
13/6/2011,1382.75,1382.75,77738
14/6/2011,1368,1368,101593
15/6/2011,1368,1368,94166
16/6/2011,1350.5,1350.5,85809
17/6/2011,1333,1333,84043
20/6/2011,1335.75,1335.75,57969
21/6/2011,1348.75,1348.75,51448
22/6/2011,1330.25,1330.25,78446
23/6/2011,1317.75,1317.75,68283
24/6/2011,1320.25,1320.25,79696
27/6/2011,1329.75,1329.75,69586
28/6/2011,1330.75,1330.75,48313
29/6/2011,1334.25,1334.25,41246
30/6/2011,1306.25,1306.25,13495
1/7/2011,1312.75,1312.75,23331
4/7/2011,1312.75,1312.75,23331
5/7/2011,1322.25,1322.25,17407
6/7/2011,1322.25,1322.25,16433
7/7/2011,1340.75,1340.75,22373
8/7/2011,1346.75,1346.75,18096
11/7/2011,1346.5,1346.5,18740
12/7/2011,1355.5,1355.5,29651
13/7/2011,1374.75,1374.75,26088
14/7/2011,1382,1382,18414
15/7/2011,1385.75,1385.75,20379
18/7/2011,1385.5,1385.5,15691
19/7/2011,1379.25,1379.25,24180
20/7/2011,1378.25,1378.25,22501
21/7/2011,1380.25,1380.25,25611
22/7/2011,1380.25,1380.25,25749
25/7/2011,1365.5,1365.5,27768
26/7/2011,1383,1383,31675
27/7/2011,1375.75,1375.75,29578
28/7/2011,1367.75,1367.75,29584
29/7/2011,1354.25,1354.25,9231
1/8/2011,1353.25,1353.25,14252
2/8/2011,1370,1370,18676
3/8/2011,1363.75,1363.75,13034
4/8/2011,1336.25,1336.25,17042
5/8/2011,1328,1328,22473
8/8/2011,1304.5,1304.5,19317
9/8/2011,1293.25,1293.25,16476
10/8/2011,1295.5,1295.5,16907
11/8/2011,1324.75,1324.75,19648
12/8/2011,1327.75,1327.75,9498
15/8/2011,1343.5,1343.5,8755
16/8/2011,1340,1340,13434
17/8/2011,1356.75,1356.75,15012
18/8/2011,1352,1352,8710
19/8/2011,1359.75,1359.75,10231
22/8/2011,1376.5,1376.5,13587
23/8/2011,1389.5,1389.5,15840
24/8/2011,1386.5,1386.5,19556
25/8/2011,1386,1386,14482
26/8/2011,1414.75,1414.75,21689
29/8/2011,1438,1438,14810
30/8/2011,1448.75,1448.75,15584
31/8/2011,1449,1449,7120
1/9/2011,1434.5,1434.5,132626
2/9/2011,1445.75,1445.75,104266
5/9/2011,1445.75,1445.75,104266
6/9/2011,1422.5,1422.5,120343
7/9/2011,1420.75,1420.75,106698
8/9/2011,1418.25,1418.25,97634
9/9/2011,1426.75,1426.75,89327
12/9/2011,1396,1396,138734
13/9/2011,1391.75,1391.75,112506
14/9/2011,1382.75,1382.75,90183
15/9/2011,1358.75,1358.75,139562
16/9/2011,1355.5,1355.5,101023
19/9/2011,1336,1336,119166
20/9/2011,1338,1338,93484
21/9/2011,1320.5,1320.5,120377
22/9/2011,1283,1283,161224
23/9/2011,1258,1258,146461
26/9/2011,1259.75,1259.75,141110
27/9/2011,1263,1263,112498
28/9/2011,1223.5,1223.5,153818
29/9/2011,1230,1230,137133
30/9/2011,1179,1179,192883
3/10/2011,1177.5,1177.5,141449
4/10/2011,1160,1160,160218
5/10/2011,1163.75,1163.75,126647
6/10/2011,1163.75,1163.75,113464
7/10/2011,1158.25,1158.25,118950
10/10/2011,1177.5,1177.5,148259
11/10/2011,1235.5,1235.5,243131
12/10/2011,1239.5,1239.5,189238
13/10/2011,1257,1257,180233
14/10/2011,1270,1270,154116
17/10/2011,1253,1253,111271
18/10/2011,1250.75,1250.75,147779
19/10/2011,1225,1225,141052
20/10/2011,1225,1225,145646
21/10/2011,1212.25,1212.25,172929
24/10/2011,1226.75,1226.75,99778
25/10/2011,1225.5,1225.5,103812
26/10/2011,1210.5,1210.5,93403
27/10/2011,1235,1235,96804
28/10/2011,1217,1217,69013
31/10/2011,1207.5,1207.5,30111
1/11/2011,1202.5,1202.5,101883
2/11/2011,1202.75,1202.75,63208
3/11/2011,1227.25,1227.25,111255
4/11/2011,1221,1221,59001
7/11/2011,1201.75,1201.75,84870
8/11/2011,1205,1205,68906
9/11/2011,1185.5,1185.5,96136
10/11/2011,1167.5,1167.5,96644
11/11/2011,1175.5,1175.5,63947
14/11/2011,1178.25,1178.25,67925
15/11/2011,1200.25,1200.25,112669
16/11/2011,1187.75,1187.75,85911
17/11/2011,1168.25,1168.25,99484
18/11/2011,1168.25,1168.25,81760
21/11/2011,1148,1148,84219
22/11/2011,1153,1153,96590
23/11/2011,1122.5,1122.5,109881
24/11/2011,1122.5,1122.5,109881
25/11/2011,1106.5,1106.5,70938
28/11/2011,1121,1121,85002
29/11/2011,1125,1125,95258
30/11/2011,1131.25,1131.25,114768
1/12/2011,1128,1128,110277
2/12/2011,1135.75,1135.75,86445
5/12/2011,1126.25,1126.25,88752
6/12/2011,1129.5,1129.5,82019
7/12/2011,1131,1131,88796
8/12/2011,1132.5,1132.5,115642
9/12/2011,1107,1107,154898
12/12/2011,1112,1112,109597
13/12/2011,1118.5,1118.5,107292
14/12/2011,1100,1100,130074
15/12/2011,1111.75,1111.75,85020
16/12/2011,1130,1130,99647
19/12/2011,1137,1137,77637
20/12/2011,1144.5,1144.5,82124
21/12/2011,1153.75,1153.75,79410
22/12/2011,1162.25,1162.25,76744
23/12/2011,1163,1163,38893
26/12/2011,1163,1163,38893
27/12/2011,1199.75,1199.75,72938
28/12/2011,1198.25,1198.25,63730
29/12/2011,1187.5,1187.5,46741
30/12/2011,1198.5,1198.5,14470
2/1/2012,1198.5,1198.5,14470
3/1/2012,1227.5,1227.5,95517
4/1/2012,1230,1230,92071
5/1/2012,1209,1209,88973
6/1/2012,1196.5,1196.5,79425
9/1/2012,1233,1233,111715
10/1/2012,1232,1232,94553
11/1/2012,1203,1203,103990
12/1/2012,1182.5,1182.5,143179
13/1/2012,1158.25,1158.25,127505
16/1/2012,1158.25,1158.25,127505
17/1/2012,1183.5,1183.5,102904
18/1/2012,1183.5,1183.5,108813
19/1/2012,1197,1197,101302
20/1/2012,1187,1187,87860
23/1/2012,1217.5,1217.5,98348
24/1/2012,1220,1220,102469
25/1/2012,1213.5,1213.5,81822
26/1/2012,1222.75,1222.75,84528
27/1/2012,1219,1219,60554
30/1/2012,1185.25,1185.25,110514
31/1/2012,1199,1199,109498
1/2/2012,1215.25,1215.25,103352
2/2/2012,1217,1217,96532
3/2/2012,1232.5,1232.5,101505
6/2/2012,1233,1233,106641
7/2/2012,1232,1232,97375
8/2/2012,1231.5,1231.5,103893
9/2/2012,1227.5,1227.5,133129
10/2/2012,1229,1229,95447
13/2/2012,1252,1252,143518
14/2/2012,1255,1255,121808
15/2/2012,1261,1261,121999
16/2/2012,1258.25,1258.25,108157
17/2/2012,1267.5,1267.5,88310
20/2/2012,1267.5,1267.5,88310
21/2/2012,1271,1271,98178
22/2/2012,1272.25,1272.25,94449
23/2/2012,1276.75,1276.75,108306
24/2/2012,1279,1279,106390
27/2/2012,1293.75,1293.75,73387
28/2/2012,1305.25,1305.25,53192
29/2/2012,1313.5,1313.5,21121
1/3/2012,1322.5,1322.5,105942
2/3/2012,1333,1333,106708
5/3/2012,1325,1325,92869
6/3/2012,1335.25,1335.25,131513
7/3/2012,1326.75,1326.75,96798
8/3/2012,1338.5,1338.5,101588
9/3/2012,1337.75,1337.75,157259
12/3/2012,1334.5,1334.5,85710
13/3/2012,1348.75,1348.75,104890
14/3/2012,1350.25,1350.25,99569
15/3/2012,1369,1369,99612
16/3/2012,1374,1374,96440
19/3/2012,1366.5,1366.5,76048
20/3/2012,1345,1345,117640
21/3/2012,1355,1355,89731
22/3/2012,1349.5,1349.5,97000
23/3/2012,1365.75,1365.75,93950
26/3/2012,1379.5,1379.5,109894
27/3/2012,1369.75,1369.75,122644
28/3/2012,1367.5,1367.5,91500
29/3/2012,1355.5,1355.5,126649
30/3/2012,1403,1403,157501
2/4/2012,1421,1421,136790
3/4/2012,1416.75,1416.75,100870
4/4/2012,1419.5,1419.5,126375
5/4/2012,1434,1434,99258
6/4/2012,1434,1434,99258
9/4/2012,1431,1431,89287
10/4/2012,1426,1426,163221
11/4/2012,1422,1422,102354
12/4/2012,1441,1441,106415
13/4/2012,1436.75,1436.75,109436
16/4/2012,1420,1420,84110
17/4/2012,1425.75,1425.75,89852
18/4/2012,1407.75,1407.75,68118
19/4/2012,1415.75,1415.75,72457
20/4/2012,1446.75,1446.75,90809
23/4/2012,1437.25,1437.25,58926
24/4/2012,1461.25,1461.25,56841
25/4/2012,1473.5,1473.5,57852
26/4/2012,1481.25,1481.25,62414
27/4/2012,1496.75,1496.75,33163
30/4/2012,1503,1503,18637
1/5/2012,1503.5,1503.5,103124
2/5/2012,1485,1485,141036
3/5/2012,1473.5,1473.5,109399
4/5/2012,1478.25,1478.25,117070
7/5/2012,1465.75,1465.75,89723
8/5/2012,1438.25,1438.25,142634
9/5/2012,1430.25,1430.25,121799
10/5/2012,1455.25,1455.25,109436
11/5/2012,1406,1406,136038
14/5/2012,1387,1387,148835
15/5/2012,1413,1413,138598
16/5/2012,1422,1422,131249
17/5/2012,1438,1438,107784
18/5/2012,1405,1405,88009
21/5/2012,1412.5,1412.5,73082
22/5/2012,1382.25,1382.25,117953
23/5/2012,1362.5,1362.5,124246
24/5/2012,1376,1376,84911
25/5/2012,1382,1382,65113
28/5/2012,1382,1382,65113
29/5/2012,1386.75,1386.75,81906
30/5/2012,1373.25,1373.25,86184
31/5/2012,1340,1340,113433
1/6/2012,1344.25,1344.25,122529
4/6/2012,1340,1340,76619
5/6/2012,1349.5,1349.5,81935
6/6/2012,1386.25,1386.25,102726
7/6/2012,1428,1428,113429
8/6/2012,1426.25,1426.25,118117
11/6/2012,1424.75,1424.75,81841
12/6/2012,1435,1435,114267
13/6/2012,1408.25,1408.25,96805
14/6/2012,1386,1386,83581
15/6/2012,1376,1376,92839
18/6/2012,1384.25,1384.25,88328
19/6/2012,1433.75,1433.75,118151
20/6/2012,1446.5,1446.5,75242
21/6/2012,1438.5,1438.5,73678
22/6/2012,1442.5,1442.5,64024
25/6/2012,1482.5,1482.5,52669
26/6/2012,1470.5,1470.5,43300
27/6/2012,1471,1471,43476
